year,region,religiosity,trust,last_vote,rlgdgr,pray,rlgatnd,prtvtpl,prtvtapl,prtvtbpl,prtvtcpl,prtvtdpl,prtvtepl,prtvtfpl
2012,PL12,11.0,2.0,Platforma Obywatelska,5.0,4.0,4.0,,,,Platforma Obywatelska,,,
2012,PL32,6.0,5.0,Not applicable*,2.0,5.0,5.0,,,,Not applicable*,,,
2012,PL31,15.0,2.0,Prawo i Sprawiedliwość,5.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL12,15.0,9.0,Refusal*,7.0,3.0,3.0,,,,Refusal*,,,
2012,PL63,16.0,0.0,Prawo i Sprawiedliwość,9.0,2.0,5.0,,,,Prawo i Sprawiedliwość,,,
2012,PL22,8.0,3.0,Not applicable*,5.0,6.0,5.0,,,,Not applicable*,,,
2012,PL61,18.0,7.0,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2012,PL62,18.0,,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2012,PL41,3.0,1.0,Ruch Palikota,1.0,6.0,6.0,,,,Ruch Palikota,,,
2012,PL41,1.0,,Platforma Obywatelska,1.0,7.0,7.0,,,,Platforma Obywatelska,,,
2012,PL31,20.0,8.0,Not applicable*,9.0,1.0,2.0,,,,Not applicable*,,,
2012,PL63,15.0,8.0,Platforma Obywatelska,6.0,1.0,4.0,,,,Platforma Obywatelska,,,
2012,PL31,15.0,8.0,Polskie Stronnictwo Ludowe,5.0,1.0,3.0,,,,Polskie Stronnictwo Ludowe,,,
2012,PL12,19.0,3.0,Refusal*,9.0,1.0,3.0,,,,Refusal*,,,
2012,PL22,18.0,5.0,Prawo i Sprawiedliwość,8.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL31,21.0,5.0,Prawo i Sprawiedliwość,10.0,1.0,2.0,,,,Prawo i Sprawiedliwość,,,
2012,PL51,6.0,5.0,Don't know*,0.0,1.0,7.0,,,,Don't know*,,,
2012,PL12,17.0,8.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2012,PL11,21.0,1.0,Not applicable*,9.0,1.0,1.0,,,,Not applicable*,,,
2012,PL34,12.0,10.0,Platforma Obywatelska,5.0,3.0,4.0,,,,Platforma Obywatelska,,,
2012,PL22,0.0,0.0,Don't know*,0.0,7.0,7.0,,,,Don't know*,,,
2012,PL21,16.0,7.0,Prawo i Sprawiedliwość,7.0,2.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL43,17.0,5.0,Prawo i Sprawiedliwość,7.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL11,16.0,6.0,Platforma Obywatelska,8.0,3.0,3.0,,,,Platforma Obywatelska,,,
2012,PL22,20.0,8.0,Platforma Obywatelska,9.0,1.0,2.0,,,,Platforma Obywatelska,,,
2012,PL12,9.0,5.0,Ruch Palikota,5.0,5.0,5.0,,,,Ruch Palikota,,,
2012,PL61,,5.0,Platforma Obywatelska,5.0,,3.0,,,,Platforma Obywatelska,,,
2012,PL51,3.0,5.0,Not applicable*,1.0,7.0,5.0,,,,Not applicable*,,,
2012,PL34,18.0,10.0,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2012,PL42,16.0,5.0,Platforma Obywatelska,6.0,1.0,3.0,,,,Platforma Obywatelska,,,
2012,PL63,18.0,7.0,Not applicable*,9.0,1.0,4.0,,,,Not applicable*,,,
2012,PL22,18.0,10.0,Platforma Obywatelska,8.0,1.0,3.0,,,,Platforma Obywatelska,,,
2012,PL12,7.0,8.0,Refusal*,4.0,6.0,5.0,,,,Refusal*,,,
2012,PL21,20.0,6.0,Prawo i Sprawiedliwość,10.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL22,13.0,7.0,Prawo i Sprawiedliwość,8.0,5.0,4.0,,,,Prawo i Sprawiedliwość,,,
2012,PL41,13.0,5.0,Not applicable*,4.0,1.0,4.0,,,,Not applicable*,,,
2012,PL42,9.0,7.0,Sojusz Lewicy Demokratycznej,2.0,2.0,5.0,,,,Sojusz Lewicy Demokratycznej,,,
2012,PL33,10.0,5.0,Platforma Obywatelska,5.0,5.0,4.0,,,,Platforma Obywatelska,,,
2012,PL22,14.0,5.0,Prawo i Sprawiedliwość,6.0,3.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL21,15.0,4.0,Prawo i Sprawiedliwość,6.0,2.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL21,9.0,3.0,Not applicable*,5.0,5.0,5.0,,,,Not applicable*,,,
2012,PL41,10.0,8.0,Ruch Palikota,5.0,3.0,6.0,,,,Ruch Palikota,,,
2012,PL12,16.0,6.0,Not applicable*,7.0,2.0,3.0,,,,Not applicable*,,,
2012,PL31,15.0,3.0,Prawo i Sprawiedliwość,6.0,1.0,4.0,,,,Prawo i Sprawiedliwość,,,
2012,PL12,16.0,8.0,Platforma Obywatelska,8.0,3.0,3.0,,,,Platforma Obywatelska,,,
2012,PL12,15.0,7.0,Refusal*,7.0,3.0,3.0,,,,Refusal*,,,
2012,PL63,17.0,,Platforma Obywatelska,8.0,2.0,3.0,,,,Platforma Obywatelska,,,
2012,PL12,13.0,3.0,Prawo i Sprawiedliwość,8.0,6.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL31,18.0,9.0,Prawo i Sprawiedliwość,8.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL12,9.0,8.0,Platforma Obywatelska,5.0,5.0,5.0,,,,Platforma Obywatelska,,,
2012,PL62,,8.0,Refusal*,4.0,,5.0,,,,Refusal*,,,
2012,PL61,12.0,2.0,Platforma Obywatelska,5.0,1.0,6.0,,,,Platforma Obywatelska,,,
2012,PL12,17.0,10.0,Platforma Obywatelska,7.0,1.0,3.0,,,,Platforma Obywatelska,,,
2012,PL33,14.0,5.0,Prawo i Sprawiedliwość,5.0,1.0,4.0,,,,Prawo i Sprawiedliwość,,,
2012,PL32,15.0,7.0,Platforma Obywatelska,7.0,3.0,3.0,,,,Platforma Obywatelska,,,
2012,PL34,20.0,9.0,Not applicable*,10.0,1.0,3.0,,,,Not applicable*,,,
2012,PL41,15.0,5.0,Polskie Stronnictwo Ludowe,7.0,2.0,4.0,,,,Polskie Stronnictwo Ludowe,,,
2012,PL12,2.0,2.0,Platforma Obywatelska,2.0,7.0,7.0,,,,Platforma Obywatelska,,,
2012,PL41,18.0,8.0,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2012,PL11,12.0,6.0,Sojusz Lewicy Demokratycznej,5.0,3.0,4.0,,,,Sojusz Lewicy Demokratycznej,,,
2012,PL51,6.0,1.0,Sojusz Lewicy Demokratycznej,3.0,6.0,5.0,,,,Sojusz Lewicy Demokratycznej,,,
2012,PL22,8.0,6.0,Not applicable*,2.0,3.0,5.0,,,,Not applicable*,,,
2012,PL12,19.0,3.0,Platforma Obywatelska,9.0,1.0,3.0,,,,Platforma Obywatelska,,,
2012,PL61,9.0,3.0,Not applicable*,3.0,3.0,5.0,,,,Not applicable*,,,
2012,PL12,17.0,,Not applicable*,8.0,1.0,4.0,,,,Not applicable*,,,
2012,PL62,16.0,6.0,Sojusz Lewicy Demokratycznej,7.0,1.0,4.0,,,,Sojusz Lewicy Demokratycznej,,,
2012,PL21,16.0,2.0,Not applicable*,8.0,2.0,4.0,,,,Not applicable*,,,
2012,PL41,10.0,1.0,Not applicable*,5.0,4.0,5.0,,,,Not applicable*,,,
2012,PL21,21.0,7.0,Prawo i Sprawiedliwość,10.0,1.0,2.0,,,,Prawo i Sprawiedliwość,,,
2012,PL33,16.0,4.0,Not applicable*,8.0,1.0,5.0,,,,Not applicable*,,,
2012,PL12,18.0,6.0,Refusal*,8.0,1.0,3.0,,,,Refusal*,,,
2012,PL12,7.0,7.0,Platforma Obywatelska,4.0,6.0,5.0,,,,Platforma Obywatelska,,,
2012,PL51,19.0,1.0,Prawo i Sprawiedliwość,9.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2012,PL33,16.0,4.0,Not applicable*,7.0,1.0,4.0,,,,Not applicable*,,,
2012,PL41,15.0,3.0,Not applicable*,7.0,2.0,4.0,,,,Not applicable*,,,
2012,PL51,0.0,7.0,Ruch Palikota,0.0,7.0,7.0,,,,Ruch Palikota,,,
2012,PL32,21.0,,Not applicable*,10.0,1.0,2.0,,,,Not applicable*,,,
2012,PL12,10.0,3.0,Not applicable*,7.0,7.0,4.0,,,,Not applicable*,,,
2012,PL12,13.0,5.0,Platforma Obywatelska,5.0,3.0,3.0,,,,Platforma Obywatelska,,,
2012,PL21,12.0,7.0,Not applicable*,8.0,3.0,7.0,,,,Not applicable*,,,
2012,PL12,6.0,6.0,Don't know*,2.0,4.0,6.0,,,,Don't know*,,,
2012,PL12,5.0,6.0,Platforma Obywatelska,2.0,6.0,5.0,,,,Platforma Obywatelska,,,
2012,PL32,19.0,6.0,Prawo i Sprawiedliwość,9.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL62,11.0,9.0,Not applicable*,6.0,6.0,3.0,,,,Not applicable*,,,
2014,PL21,17.0,6.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2014,PL41,17.0,7.0,Platforma Obywatelska,7.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL11,,5.0,Prawo i Sprawiedliwość,6.0,,5.0,,,,Prawo i Sprawiedliwość,,,
2014,PL21,20.0,2.0,Not applicable*,10.0,1.0,3.0,,,,Not applicable*,,,
2014,PL52,18.0,8.0,Platforma Obywatelska,8.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL63,15.0,0.0,Don't know*,6.0,1.0,4.0,,,,Don't know*,,,
2014,PL22,6.0,5.0,Not applicable*,2.0,6.0,4.0,,,,Not applicable*,,,
2014,PL41,5.0,0.0,Not applicable*,3.0,6.0,6.0,,,,Not applicable*,,,
2014,PL41,14.0,1.0,Not applicable*,5.0,2.0,3.0,,,,Not applicable*,,,
2014,PL31,12.0,5.0,Don't know*,7.0,6.0,3.0,,,,Don't know*,,,
2014,PL32,16.0,8.0,Not applicable*,7.0,2.0,3.0,,,,Not applicable*,,,
2014,PL32,18.0,5.0,Prawo i Sprawiedliwość,10.0,3.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL11,9.0,2.0,Not applicable*,5.0,5.0,5.0,,,,Not applicable*,,,
2014,PL51,10.0,2.0,Platforma Obywatelska,4.0,4.0,4.0,,,,Platforma Obywatelska,,,
2014,PL43,13.0,8.0,Not applicable*,7.0,3.0,5.0,,,,Not applicable*,,,
2014,PL12,21.0,2.0,Polskie Stronnictwo Ludowe,10.0,1.0,2.0,,,,Polskie Stronnictwo Ludowe,,,
2014,PL22,18.0,3.0,Don't know*,8.0,1.0,3.0,,,,Don't know*,,,
2014,PL43,15.0,4.0,Prawo i Sprawiedliwość,6.0,1.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL31,14.0,6.0,Platforma Obywatelska,6.0,2.0,4.0,,,,Platforma Obywatelska,,,
2014,PL61,8.0,5.0,Not applicable*,4.0,5.0,5.0,,,,Not applicable*,,,
2014,PL41,17.0,2.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2014,PL42,16.0,9.0,Don't know*,7.0,1.0,4.0,,,,Don't know*,,,
2014,PL41,13.0,5.0,Don't know*,5.0,3.0,3.0,,,,Don't know*,,,
2014,PL63,20.0,7.0,Not applicable*,10.0,1.0,3.0,,,,Not applicable*,,,
2014,PL41,13.0,9.0,Not applicable*,6.0,4.0,3.0,,,,Not applicable*,,,
2014,PL11,18.0,5.0,Don't know*,8.0,1.0,3.0,,,,Don't know*,,,
2014,PL22,11.0,,Not applicable*,5.0,1.0,7.0,,,,Not applicable*,,,
2014,PL22,8.0,4.0,Not applicable*,7.0,6.0,7.0,,,,Not applicable*,,,
2014,PL12,14.0,7.0,Platforma Obywatelska,7.0,4.0,3.0,,,,Platforma Obywatelska,,,
2014,PL42,22.0,8.0,Platforma Obywatelska,10.0,1.0,1.0,,,,Platforma Obywatelska,,,
2014,PL12,9.0,9.0,Platforma Obywatelska,5.0,5.0,5.0,,,,Platforma Obywatelska,,,
2014,PL21,9.0,4.0,Nowa Prawica,5.0,6.0,4.0,,,,Nowa Prawica,,,
2014,PL22,14.0,9.0,Platforma Obywatelska,7.0,3.0,4.0,,,,Platforma Obywatelska,,,
2014,PL22,16.0,8.0,Not applicable*,8.0,3.0,3.0,,,,Not applicable*,,,
2014,PL22,8.0,5.0,Not applicable*,4.0,7.0,3.0,,,,Not applicable*,,,
2014,PL31,2.0,5.0,Not applicable*,1.0,7.0,6.0,,,,Not applicable*,,,
2014,PL22,15.0,8.0,Platforma Obywatelska,6.0,2.0,3.0,,,,Platforma Obywatelska,,,
2014,PL32,13.0,6.0,Refusal*,5.0,3.0,3.0,,,,Refusal*,,,
2014,PL34,20.0,9.0,Not applicable*,10.0,1.0,3.0,,,,Not applicable*,,,
2014,PL22,,4.0,Not applicable*,2.0,,6.0,,,,Not applicable*,,,
2014,PL43,21.0,5.0,Platforma Obywatelska,9.0,1.0,1.0,,,,Platforma Obywatelska,,,
2014,PL12,18.0,3.0,Platforma Obywatelska,9.0,2.0,3.0,,,,Platforma Obywatelska,,,
2014,PL61,3.0,3.0,Not applicable*,1.0,5.0,7.0,,,,Not applicable*,,,
2014,PL41,13.0,1.0,Not applicable*,5.0,1.0,5.0,,,,Not applicable*,,,
2014,PL12,14.0,4.0,Prawo i Sprawiedliwość,6.0,2.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL31,4.0,0.0,Not applicable*,3.0,6.0,7.0,,,,Not applicable*,,,
2014,PL51,12.0,4.0,Platforma Obywatelska,5.0,3.0,4.0,,,,Platforma Obywatelska,,,
2014,PL12,15.0,5.0,Platforma Obywatelska,5.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL34,17.0,5.0,Prawo i Sprawiedliwość,7.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL32,16.0,6.0,Not applicable*,7.0,2.0,3.0,,,,Not applicable*,,,
2014,PL22,0.0,2.0,Platforma Obywatelska,0.0,7.0,7.0,,,,Platforma Obywatelska,,,
2014,PL42,8.0,10.0,Not applicable*,5.0,6.0,5.0,,,,Not applicable*,,,
2014,PL22,6.0,1.0,Platforma Obywatelska,0.0,1.0,7.0,,,,Platforma Obywatelska,,,
2014,PL61,8.0,5.0,Prawo i Sprawiedliwość,4.0,5.0,5.0,,,,Prawo i Sprawiedliwość,,,
2014,PL33,10.0,8.0,Prawo i Sprawiedliwość,5.0,4.0,5.0,,,,Prawo i Sprawiedliwość,,,
2014,PL51,20.0,5.0,Don't know*,10.0,1.0,3.0,,,,Don't know*,,,
2014,PL63,16.0,3.0,Refusal*,7.0,2.0,3.0,,,,Refusal*,,,
2014,PL51,,8.0,Prawo i Sprawiedliwość,,5.0,5.0,,,,Prawo i Sprawiedliwość,,,
2014,PL42,11.0,9.0,Not applicable*,5.0,5.0,3.0,,,,Not applicable*,,,
2014,PL41,11.0,4.0,Not applicable*,5.0,1.0,7.0,,,,Not applicable*,,,
2014,PL31,7.0,2.0,Not applicable*,4.0,6.0,5.0,,,,Not applicable*,,,
2014,PL34,9.0,4.0,Platforma Obywatelska,5.0,5.0,5.0,,,,Platforma Obywatelska,,,
2014,PL61,10.0,2.0,Platforma Obywatelska,7.0,6.0,5.0,,,,Platforma Obywatelska,,,
2014,PL12,1.0,8.0,Sojusz Lewicy Demokratycznej,1.0,7.0,7.0,,,,Sojusz Lewicy Demokratycznej,,,
2014,PL12,,5.0,Platforma Obywatelska,8.0,,3.0,,,,Platforma Obywatelska,,,
2014,PL21,3.0,5.0,Not applicable*,1.0,6.0,6.0,,,,Not applicable*,,,
2014,PL61,8.0,5.0,Not applicable*,4.0,5.0,5.0,,,,Not applicable*,,,
2014,PL12,17.0,4.0,Polskie Stronnictwo Ludowe,8.0,2.0,3.0,,,,Polskie Stronnictwo Ludowe,,,
2014,PL12,13.0,3.0,Not applicable*,5.0,3.0,3.0,,,,Not applicable*,,,
2014,PL21,17.0,2.0,Platforma Obywatelska,7.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL12,,6.0,Sojusz Lewicy Demokratycznej,10.0,,,,,,Sojusz Lewicy Demokratycznej,,,
2014,PL11,11.0,6.0,Not applicable*,4.0,3.0,4.0,,,,Not applicable*,,,
2014,PL21,14.0,5.0,Not applicable*,6.0,2.0,4.0,,,,Not applicable*,,,
2014,PL51,14.0,10.0,Not applicable*,4.0,1.0,3.0,,,,Not applicable*,,,
2014,PL51,13.0,8.0,Platforma Obywatelska,7.0,4.0,4.0,,,,Platforma Obywatelska,,,
2014,PL62,19.0,10.0,Don't know*,10.0,2.0,3.0,,,,Don't know*,,,
2014,PL22,9.0,5.0,Don't know*,5.0,7.0,3.0,,,,Don't know*,,,
2014,PL21,12.0,7.0,Platforma Obywatelska,5.0,3.0,4.0,,,,Platforma Obywatelska,,,
2014,PL62,16.0,1.0,Not applicable*,6.0,1.0,3.0,,,,Not applicable*,,,
2014,PL12,14.0,3.0,Not applicable*,5.0,2.0,3.0,,,,Not applicable*,,,
2014,PL11,18.0,4.0,Prawo i Sprawiedliwość,8.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,,3.0,Refusal*,5.0,,5.0,,,,Refusal*,,,
2014,PL51,,5.0,Platforma Obywatelska,6.0,,5.0,,,,Platforma Obywatelska,,,
2014,PL12,17.0,2.0,Polskie Stronnictwo Ludowe,7.0,1.0,3.0,,,,Polskie Stronnictwo Ludowe,,,
2014,PL32,20.0,8.0,Prawo i Sprawiedliwość,10.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL11,12.0,7.0,Not applicable*,4.0,3.0,3.0,,,,Not applicable*,,,
2014,PL63,1.0,10.0,Platforma Obywatelska,0.0,7.0,6.0,,,,Platforma Obywatelska,,,
2014,PL31,16.0,6.0,Prawo i Sprawiedliwość,7.0,1.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL21,14.0,7.0,Not applicable*,7.0,4.0,3.0,,,,Not applicable*,,,
2014,PL12,18.0,4.0,Don't know*,8.0,2.0,2.0,,,,Don't know*,,,
2014,PL12,4.0,4.0,Not applicable*,2.0,7.0,5.0,,,,Not applicable*,,,
2014,PL11,19.0,5.0,Prawo i Sprawiedliwość,9.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,20.0,5.0,Don't know*,10.0,1.0,3.0,,,,Don't know*,,,
2014,PL31,13.0,2.0,Not applicable*,6.0,3.0,4.0,,,,Not applicable*,,,
2014,PL21,13.0,4.0,Prawo i Sprawiedliwość,10.0,7.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL31,15.0,3.0,Platforma Obywatelska,5.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL22,0.0,2.0,Not applicable*,0.0,7.0,7.0,,,,Not applicable*,,,
2014,PL42,4.0,0.0,Not applicable*,0.0,3.0,7.0,,,,Not applicable*,,,
2014,PL41,8.0,0.0,Not applicable*,5.0,6.0,5.0,,,,Not applicable*,,,
2014,PL32,,4.0,Not applicable*,,,,,,,Not applicable*,,,
2014,PL31,7.0,0.0,Not applicable*,3.0,5.0,5.0,,,,Not applicable*,,,
2014,PL61,9.0,5.0,Not applicable*,4.0,4.0,5.0,,,,Not applicable*,,,
2014,PL34,8.0,2.0,Not applicable*,2.0,2.0,6.0,,,,Not applicable*,,,
2014,PL11,8.0,1.0,Not applicable*,3.0,4.0,5.0,,,,Not applicable*,,,
2014,PL41,0.0,8.0,Ruch Palikota,0.0,7.0,7.0,,,,Ruch Palikota,,,
2014,PL32,17.0,5.0,Don't know*,7.0,1.0,3.0,,,,Don't know*,,,
2014,PL34,14.0,5.0,Not applicable*,5.0,2.0,3.0,,,,Not applicable*,,,
2014,PL12,18.0,5.0,Not applicable*,9.0,2.0,3.0,,,,Not applicable*,,,
2014,PL21,20.0,7.0,Prawo i Sprawiedliwość,9.0,1.0,2.0,,,,Prawo i Sprawiedliwość,,,
2014,PL21,18.0,3.0,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2014,PL22,5.0,7.0,Not applicable*,3.0,7.0,5.0,,,,Not applicable*,,,
2014,PL31,19.0,2.0,Not applicable*,8.0,1.0,2.0,,,,Not applicable*,,,
2014,PL63,20.0,8.0,Prawo i Sprawiedliwość,9.0,1.0,2.0,,,,Prawo i Sprawiedliwość,,,
2014,PL31,17.0,7.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2014,PL62,6.0,0.0,Not applicable*,3.0,6.0,5.0,,,,Not applicable*,,,
2014,PL63,17.0,6.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2014,PL51,,7.0,Refusal*,,5.0,5.0,,,,Refusal*,,,
2014,PL41,13.0,4.0,Don't know*,5.0,2.0,4.0,,,,Don't know*,,,
2014,PL22,19.0,10.0,Prawo i Sprawiedliwość,8.0,1.0,2.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,13.0,4.0,Platforma Obywatelska,7.0,3.0,5.0,,,,Platforma Obywatelska,,,
2014,PL41,16.0,5.0,Sojusz Lewicy Demokratycznej,6.0,1.0,3.0,,,,Sojusz Lewicy Demokratycznej,,,
2014,PL21,15.0,5.0,Platforma Obywatelska,6.0,1.0,4.0,,,,Platforma Obywatelska,,,
2014,PL12,,,Prawo i Sprawiedliwość,,2.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL63,16.0,7.0,Sojusz Lewicy Demokratycznej,8.0,3.0,3.0,,,,Sojusz Lewicy Demokratycznej,,,
2014,PL22,13.0,10.0,Not applicable*,6.0,4.0,3.0,,,,Not applicable*,,,
2014,PL41,14.0,9.0,Platforma Obywatelska,6.0,1.0,5.0,,,,Platforma Obywatelska,,,
2014,PL34,18.0,5.0,Prawo i Sprawiedliwość,8.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL22,16.0,6.0,Platforma Obywatelska,7.0,1.0,4.0,,,,Platforma Obywatelska,,,
2014,PL61,0.0,,Not applicable*,0.0,7.0,7.0,,,,Not applicable*,,,
2014,PL11,14.0,5.0,Not applicable*,7.0,2.0,5.0,,,,Not applicable*,,,
2014,PL33,0.0,6.0,Ruch Palikota,0.0,7.0,7.0,,,,Ruch Palikota,,,
2014,PL41,19.0,6.0,Not applicable*,10.0,2.0,3.0,,,,Not applicable*,,,
2014,PL32,19.0,7.0,Not applicable*,9.0,1.0,3.0,,,,Not applicable*,,,
2014,PL32,16.0,7.0,Prawo i Sprawiedliwość,8.0,3.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL42,8.0,5.0,Platforma Obywatelska,5.0,6.0,5.0,,,,Platforma Obywatelska,,,
2014,PL41,6.0,1.0,Prawo i Sprawiedliwość,3.0,7.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL32,,8.0,Ruch Palikota,2.0,7.0,,,,,Ruch Palikota,,,
2014,PL52,20.0,6.0,Not applicable*,10.0,1.0,3.0,,,,Not applicable*,,,
2014,PL34,13.0,7.0,Polskie Stronnictwo Ludowe,7.0,4.0,4.0,,,,Polskie Stronnictwo Ludowe,,,
2014,PL42,9.0,2.0,Not applicable*,7.0,6.0,6.0,,,,Not applicable*,,,
2014,PL43,,,Don't know*,7.0,,3.0,,,,Don't know*,,,
2014,PL12,10.0,3.0,Platforma Obywatelska,5.0,5.0,4.0,,,,Platforma Obywatelska,,,
2014,PL11,13.0,5.0,Refusal*,5.0,3.0,3.0,,,,Refusal*,,,
2014,PL21,9.0,5.0,Platforma Obywatelska,5.0,4.0,6.0,,,,Platforma Obywatelska,,,
2014,PL41,15.0,6.0,Platforma Obywatelska,6.0,2.0,3.0,,,,Platforma Obywatelska,,,
2014,PL31,,0.0,Not applicable*,,,,,,,Not applicable*,,,
2014,PL11,18.0,9.0,Refusal*,9.0,2.0,3.0,,,,Refusal*,,,
2014,PL61,1.0,6.0,Not applicable*,1.0,7.0,7.0,,,,Not applicable*,,,
2014,PL32,17.0,9.0,Platforma Obywatelska,8.0,2.0,3.0,,,,Platforma Obywatelska,,,
2014,PL12,14.0,10.0,Not applicable*,5.0,1.0,4.0,,,,Not applicable*,,,
2014,PL51,6.0,7.0,Not applicable*,3.0,6.0,5.0,,,,Not applicable*,,,
2014,PL31,19.0,,Platforma Obywatelska,9.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL11,15.0,1.0,Not applicable*,5.0,2.0,2.0,,,,Not applicable*,,,
2014,PL31,21.0,8.0,Don't know*,10.0,1.0,2.0,,,,Don't know*,,,
2014,PL61,3.0,5.0,Not applicable*,3.0,7.0,7.0,,,,Not applicable*,,,
2014,PL12,15.0,8.0,Prawo i Sprawiedliwość,7.0,3.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL61,17.0,8.0,Polskie Stronnictwo Ludowe,8.0,2.0,3.0,,,,Polskie Stronnictwo Ludowe,,,
2014,PL11,14.0,8.0,Not applicable*,6.0,3.0,3.0,,,,Not applicable*,,,
2014,PL22,18.0,0.0,Prawo i Sprawiedliwość,8.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,8.0,4.0,Prawo i Sprawiedliwość,5.0,5.0,6.0,,,,Prawo i Sprawiedliwość,,,
2014,PL51,3.0,6.0,Sojusz Lewicy Demokratycznej,1.0,7.0,5.0,,,,Sojusz Lewicy Demokratycznej,,,
2014,PL12,0.0,8.0,Prawo i Sprawiedliwość,0.0,7.0,7.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,8.0,8.0,Platforma Obywatelska,5.0,6.0,5.0,,,,Platforma Obywatelska,,,
2014,PL21,13.0,7.0,Not applicable*,6.0,3.0,4.0,,,,Not applicable*,,,
2014,PL63,16.0,1.0,Not applicable*,6.0,1.0,3.0,,,,Not applicable*,,,
2014,PL52,5.0,,Platforma Obywatelska,1.0,5.0,5.0,,,,Platforma Obywatelska,,,
2014,PL22,12.0,6.0,Platforma Obywatelska,6.0,4.0,4.0,,,,Platforma Obywatelska,,,
2014,PL12,18.0,7.0,Platforma Obywatelska,8.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL22,18.0,6.0,Not applicable*,8.0,1.0,3.0,,,,Not applicable*,,,
2014,PL31,16.0,0.0,Prawo i Sprawiedliwość,6.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL22,18.0,6.0,Platforma Obywatelska,8.0,1.0,3.0,,,,Platforma Obywatelska,,,
2014,PL63,15.0,2.0,Not applicable*,7.0,2.0,4.0,,,,Not applicable*,,,
2014,PL33,14.0,5.0,Prawo i Sprawiedliwość,8.0,4.0,4.0,,,,Prawo i Sprawiedliwość,,,
2014,PL12,17.0,8.0,Not applicable*,7.0,1.0,3.0,,,,Not applicable*,,,
2014,PL22,16.0,0.0,Not applicable*,7.0,1.0,4.0,,,,Not applicable*,,,
2014,PL31,13.0,5.0,Not applicable*,7.0,5.0,3.0,,,,Not applicable*,,,
2014,PL12,13.0,6.0,Not applicable*,5.0,3.0,3.0,,,,Not applicable*,,,
2014,PL12,,,Don't know*,7.0,,4.0,,,,Don't know*,,,
2014,PL32,19.0,10.0,Prawo i Sprawiedliwość,9.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL22,16.0,6.0,Prawo i Sprawiedliwość,6.0,1.0,3.0,,,,Prawo i Sprawiedliwość,,,
2014,PL62,15.0,1.0,Not applicable*,6.0,2.0,3.0,,,,Not applicable*,,,
2014,PL22,19.0,3.0,Not applicable*,9.0,1.0,3.0,,,,Not applicable*,,,
2014,PL32,17.0,0.0,Not applicable*,9.0,3.0,3.0,,,,Not applicable*,,,
